Orthogroup	Node	Bootstrap	Paralog1	Paralog2
gene_trees/12814.treefile	N5	84	Genome_Epleiosperma_ID_evm.model.CTG_1.627	Genome_Epleiosperma_ID_evm.model.CTG_232.177
gene_trees/1282.treefile	N1	100	Genome_Ecalifornica_ID_EscalH1.2G388900	Genome_Ecalifornica_ID_EscalH1.6G022000
gene_trees/12825.treefile	N4	31	Genome_Ecalifornica_ID_EscalH1.2G047300	Genome_Ecalifornica_ID_EscalH1.2G489400
gene_trees/12825.treefile	N5	36	Genome_Epleiosperma_ID_evm.model.CTG_1.606	Genome_Epleiosperma_ID_evm.model.CTG_232.197
gene_trees/12828.treefile	N4	49	Genome_Cchinensis_ID_KAF9626729.1	Genome_Cchinensis_ID_KAF9623032.1
gene_trees/12860.treefile	N2	89	Genome_Ctomentella_ID_contig1R73T22.1	Genome_Ctomentella_ID_contig1R73T23.1
gene_trees/12861.treefile	N3	25	Genome_Acoerulea_ID_Aqcoe3G289200	Genome_Acoerulea_ID_Aqcoe3G123700
gene_trees/12875.treefile	N3	100	Genome_Acoerulea_ID_Aqcoe3G149500	Genome_Acoerulea_ID_Aqcoe3G149200
gene_trees/12881.treefile	N2	92	Genome_Ctomentella_ID_contig1A47T173.1	Genome_Ctomentella_ID_contig1A48T154.1
gene_trees/12881.treefile	N5	96	Genome_Cchinensis_ID_KAF9623688.1	Genome_Cchinensis_ID_KAF9624823.1
gene_trees/1292.treefile	N5	78	Genome_Ecalifornica_ID_EscalH1.1G227600	Genome_Ecalifornica_ID_EscalH1.3G206300
gene_trees/1292.treefile	N1	97	Genome_Ecalifornica_ID_EscalH1.1G227600	Genome_Ecalifornica_ID_EscalH1.1G508700
gene_trees/12927.treefile	N5	68	Genome_Cchinensis_ID_KAF9617985.1	Genome_Cchinensis_ID_KAF9617986.1
gene_trees/1294.treefile	N1	51	Genome_Psomniferum_ID_LOC113321959	Genome_Psomniferum_ID_LOC113313707
gene_trees/12955.treefile	N1	88	Genome_Psomniferum_ID_LOC113318500	Genome_Psomniferum_ID_LOC113306407
gene_trees/12973.treefile	N1	68	Genome_Ecalifornica_ID_EscalH1.5G281600	Genome_Ecalifornica_ID_EscalH1.5G371200
gene_trees/12976.treefile	N5	99	Genome_Epleiosperma_ID_evm.model.CTG_305.265	Genome_Epleiosperma_ID_evm.model.CTG_33.63
gene_trees/13041.treefile	N5	64	Genome_Ctomentella_ID_contig89A0T82.1	Genome_Ctomentella_ID_contig99A4T100.1
gene_trees/13059.treefile	N2	31	Genome_Psomniferum_ID_LOC113293058	Genome_Psomniferum_ID_LOC113338509
gene_trees/13074.treefile	N2	65	Genome_Ctomentella_ID_contig107A4T235.1	Genome_Ctomentella_ID_contig107A4T234.1
gene_trees/13099.treefile	N2	100	Genome_Ctomentella_ID_contig19A19T53.1	Genome_Ctomentella_ID_contig19A19T52.1
gene_trees/13100.treefile	N5	95	Genome_Cchinensis_ID_KAF9596445.1	Genome_Cchinensis_ID_KAF9591351.1
gene_trees/13100.treefile	N1	51	Genome_Psomniferum_ID_LOC113309637	Genome_Psomniferum_ID_LOC113308397
gene_trees/13103.treefile	N5	100	Genome_Acoerulea_ID_Aqcoe2G090300	Genome_Acoerulea_ID_Aqcoe1G416500
gene_trees/13139.treefile	N4	76	Genome_Ctomentella_ID_contig11A1T145.1	Genome_Ctomentella_ID_contig11A1T144.1
gene_trees/13155.treefile	N1	86	Genome_Ecalifornica_ID_EscalH1.2G219100	Genome_Ecalifornica_ID_EscalH1.1G215600
gene_trees/13156.treefile	N5	100	Genome_Psomniferum_ID_LOC113309452	Genome_Psomniferum_ID_LOC113307928
gene_trees/13164.treefile	N5	86	Genome_Cchinensis_ID_KAF9594503.1	Genome_Cchinensis_ID_KAF9598799.1
gene_trees/13164.treefile	N2	71	Genome_Psomniferum_ID_LOC113338245	Genome_Psomniferum_ID_LOC113314170
gene_trees/1318.treefile	N2	37	Genome_Ecalifornica_ID_EscalH1.1G424100	Genome_Ecalifornica_ID_EscalH1.1G226300
gene_trees/13181.treefile	N2	34	Genome_Ctomentella_ID_contig129A0T132.1	Genome_Ctomentella_ID_contig2E28T0.1
gene_trees/13184.treefile	N5	69	Genome_Cchinensis_ID_KAF9597668.1	Genome_Cchinensis_ID_KAF9591444.1
gene_trees/13293.treefile	N5	100	Genome_Ctomentella_ID_contig2A21T153.1	Genome_Ctomentella_ID_contig55A3T175.1
gene_trees/13310.treefile	N5	89	Genome_Ctomentella_ID_contig55A1T96.1	Genome_Ctomentella_ID_contig2R22T9.1
gene_trees/13310.treefile	N4	22	Genome_Cchinensis_ID_KAF9591167.1	Genome_Cchinensis_ID_KAF9596998.1
gene_trees/134.treefile	N5	17	Genome_Ecalifornica_ID_EscalH1.2G241800	Genome_Ecalifornica_ID_EscalH1.4G054400
gene_trees/1342.treefile	N4	83	Genome_Acoerulea_ID_Aqcoe1G481400	Genome_Acoerulea_ID_Aqcoe2G170500
gene_trees/1346.treefile	N3	52	Genome_Acoerulea_ID_Aqcoe4G047900	Genome_Acoerulea_ID_Aqcoe1G228100
gene_trees/13490.treefile	N5	40	Genome_Epleiosperma_ID_evm.model.CTG_275.94	Genome_Epleiosperma_ID_evm.model.CTG_185.174
gene_trees/13539.treefile	N4	47	Genome_Acoerulea_ID_Aqcoe1G039100	Genome_Acoerulea_ID_Aqcoe1G038400
gene_trees/1357.treefile	N2	32	Genome_Ctomentella_ID_contig11A38T137.1	Genome_Ctomentella_ID_contig31A13T75.1
gene_trees/1359.treefile	N5	34	Genome_Epleiosperma_ID_evm.model.CTG_359.195	Genome_Epleiosperma_ID_evm.model.CTG_196.295
gene_trees/1378.treefile	N1	87	Genome_Ecalifornica_ID_EscalH1.4G065600	Genome_Ecalifornica_ID_EscalH1.4G065500
gene_trees/1378.treefile	N4	95	Genome_Ecalifornica_ID_EscalH1.4G065300	Genome_Ecalifornica_ID_EscalH1.4G065200
gene_trees/13819.treefile	N5	93	Genome_Ctomentella_ID_contig2A22T111.1	Genome_Ctomentella_ID_contig55A0T140.1
gene_trees/13825.treefile	N1	98	Genome_Ecalifornica_ID_EscalH1.3G195900	Genome_Ecalifornica_ID_EscalH1.4G065100
gene_trees/13828.treefile	N3	100	Genome_Acoerulea_ID_Aqcoe1G461300	Genome_Acoerulea_ID_Aqcoe1G461200
gene_trees/13829.treefile	N3	99	Genome_Cchinensis_ID_KAF9599310.1	Genome_Cchinensis_ID_KAF9599309.1
gene_trees/1383.treefile	N1	98	Genome_Ecalifornica_ID_EscalH1.4G063800	Genome_Ecalifornica_ID_EscalH1.3G196300
gene_trees/13851.treefile	N5	62	Genome_Epleiosperma_ID_evm.model.CTG_196.315	Genome_Epleiosperma_ID_evm.model.CTG_359.222
gene_trees/1389.treefile	N5	91	Genome_Epleiosperma_ID_evm.model.CTG_359.350	Genome_Epleiosperma_ID_evm.model.CTG_456.42
gene_trees/14.treefile	N5	93	Genome_Epleiosperma_ID_evm.model.CTG_359.266	Genome_Epleiosperma_ID_evm.model.CTG_196.346
gene_trees/14.treefile	N3	86	Genome_Cchinensis_ID_KAF9593584.1	Genome_Cchinensis_ID_KAF9593583.1
gene_trees/14013.treefile	N1	98	Genome_Ecalifornica_ID_EscalH1.5G317500	Genome_Ecalifornica_ID_EscalH1.5G126200
gene_trees/1402.treefile	N4	43	Genome_Acoerulea_ID_Aqcoe1G115800	Genome_Acoerulea_ID_Aqcoe2G184200
gene_trees/1403.treefile	N4	38	Genome_Psomniferum_ID_LOC113344859	Genome_Psomniferum_ID_LOC113343542
gene_trees/1403.treefile	N1	73	Genome_Ecalifornica_ID_EscalH1.4G062200	Genome_Ecalifornica_ID_EscalH1.4G478200
gene_trees/1409.treefile	N5	88	Genome_Ctomentella_ID_contig2A17T152.1	Genome_Ctomentella_ID_contig85A5T173.1
gene_trees/14133.treefile	N4	69	Genome_Psomniferum_ID_LOC113339261	Genome_Psomniferum_ID_LOC113323806
gene_trees/1416.treefile	N3	100	Genome_Acoerulea_ID_Aqcoe1G467200	Genome_Acoerulea_ID_Aqcoe1G467000
gene_trees/1420.treefile	N3	60	Genome_Acoerulea_ID_Aqcoe1G468100	Genome_Acoerulea_ID_Aqcoe1G468000
gene_trees/1423.treefile	N2	100	Genome_Psomniferum_ID_LOC113310701	Genome_Psomniferum_ID_LOC113320546
gene_trees/1425.treefile	N4	53	Genome_Ecalifornica_ID_EscalH1.3G199000	Genome_Ecalifornica_ID_EscalH1.3G199900
gene_trees/1435.treefile	N5	52	Genome_Ctomentella_ID_contig27R10T12.1	Genome_Ctomentella_ID_contig5R42T18.1
gene_trees/1437.treefile	N4	41	Genome_Acoerulea_ID_Aqcoe2G178000	Genome_Acoerulea_ID_Aqcoe1G471700
gene_trees/144.treefile	N3	100	Genome_Acoerulea_ID_Aqcoe1G449400	Genome_Acoerulea_ID_Aqcoe1G449600
gene_trees/144.treefile	N5	100	Genome_Epleiosperma_ID_evm.model.CTG_275.779	Genome_Epleiosperma_ID_evm.model.CTG_359.450
gene_trees/1441.treefile	N4	48	Genome_Ecalifornica_ID_EscalH1.1G517700	Genome_Ecalifornica_ID_EscalH1.1G517600
gene_trees/1444.treefile	N4	48	Genome_Cchinensis_ID_KAF9599341.1	Genome_Cchinensis_ID_KAF9597167.1
gene_trees/1444.treefile	N1	68	Genome_Ecalifornica_ID_EscalH1.1G518000	Genome_Ecalifornica_ID_EscalH1.2G240200
gene_trees/1448.treefile	N4	13	Genome_Ecalifornica_ID_EscalH1.1G518400	Genome_Ecalifornica_ID_EscalH1.4G058700
gene_trees/1448.treefile	N1	84	Genome_Ecalifornica_ID_EscalH1.4G479300	Genome_Ecalifornica_ID_EscalH1.4G058700
gene_trees/1456.treefile	N5	85	Genome_Ecalifornica_ID_EscalH1.4G475500	Genome_Ecalifornica_ID_EscalH1.4G067400
gene_trees/1462.treefile	N4	44	Genome_Cchinensis_ID_KAF9598763.1	Genome_Cchinensis_ID_KAF9595066.1
gene_trees/1468.treefile	N3	84	Genome_Cchinensis_ID_KAF9594396.1	Genome_Cchinensis_ID_KAF9594390.1
gene_trees/1471.treefile	N5	100	Genome_Epleiosperma_ID_evm.model.CTG_275.758	Genome_Epleiosperma_ID_evm.model.CTG_275.759
gene_trees/1474.treefile	N2	76	Genome_Ctomentella_ID_contig2A25T177.1	Genome_Ctomentella_ID_contig2R25T19.1
gene_trees/1474.treefile	N1	78	Genome_Ecalifornica_ID_EscalH1.4G069700	Genome_Ecalifornica_ID_EscalH1.3G191400
gene_trees/1482.treefile	N3	93	Genome_Cchinensis_ID_KAF9598247.1	Genome_Cchinensis_ID_KAF9598246.1
gene_trees/1483.treefile	N5	95	Genome_Epleiosperma_ID_evm.model.CTG_359.501	Genome_Epleiosperma_ID_evm.model.CTG_275.726
gene_trees/1483.treefile	N1	93	Genome_Ecalifornica_ID_EscalH1.4G070300	Genome_Ecalifornica_ID_EscalH1.4G444200
gene_trees/1483.treefile	N4	67	Genome_Cchinensis_ID_KAF9594449.1	Genome_Cchinensis_ID_KAF9598250.1
gene_trees/1490.treefile	N3	30	Genome_Acoerulea_ID_Aqcoe5G103000	Genome_Acoerulea_ID_Aqcoe5G103100
gene_trees/1490.treefile	N1	52	Genome_Ecalifornica_ID_EscalH1.6G097600	Genome_Ecalifornica_ID_EscalH1.6G180400
gene_trees/1495.treefile	N5	44	Genome_Epleiosperma_ID_evm.model.CTG_359.533	Genome_Epleiosperma_ID_evm.model.CTG_275.698
gene_trees/1496.treefile	N1	100	Genome_Ecalifornica_ID_EscalH1.4G442500	Genome_Ecalifornica_ID_EscalH1.1G216800
gene_trees/14981.treefile	N5	79	Genome_Epleiosperma_ID_evm.model.CTG_392.243	Genome_Epleiosperma_ID_evm.model.CTG_456.205
gene_trees/1500.treefile	N2	80	Genome_Ctomentella_ID_contig2A27T198.1	Genome_Ctomentella_ID_contig31A23T56.1
gene_trees/1500.treefile	N3	45	Genome_Acoerulea_ID_Aqcoe2G115700	Genome_Acoerulea_ID_Aqcoe1G438600
gene_trees/1503.treefile	N5	67	Genome_Epleiosperma_ID_evm.model.CTG_359.543.1	Genome_Epleiosperma_ID_evm.model.CTG_275.688.1
gene_trees/1504.treefile	N1	94	Genome_Ecalifornica_ID_EscalH1.3G187500	Genome_Ecalifornica_ID_EscalH1.4G075700
gene_trees/1507.treefile	N5	90	Genome_Ctomentella_ID_contig31R23T14.1	Genome_Ctomentella_ID_contig2R27T31.1
gene_trees/1514.treefile	N5	17	Genome_Cchinensis_ID_KAF9597658.1	Genome_Cchinensis_ID_KAF9591433.1
gene_trees/1524.treefile	N2	85	Genome_Ecalifornica_ID_EscalH1.4G470800	Genome_Ecalifornica_ID_EscalH1.3G188000
gene_trees/15251.treefile	N5	39	Genome_Ctomentella_ID_contig5R26T34.1	Genome_Ctomentella_ID_contig2R63T22.1
gene_trees/15264.treefile	N2	51	Genome_Ctomentella_ID_contig2A72T94.1	Genome_Ctomentella_ID_contig2A72T95.1
gene_trees/15293.treefile	N3	75	Genome_Acoerulea_ID_Aqcoe5G137000	Genome_Acoerulea_ID_Aqcoe5G137400
gene_trees/15297.treefile	N3	68	Genome_Cchinensis_ID_KAF9592698.1	Genome_Cchinensis_ID_KAF9592699.1
gene_trees/15328.treefile	N5	52	Genome_Ecalifornica_ID_EscalH1.1G159200	Genome_Ecalifornica_ID_EscalH1.6G251700
gene_trees/1533.treefile	N5	85	Genome_Ecalifornica_ID_EscalH1.4G077100	Genome_Ecalifornica_ID_EscalH1.4G077600
gene_trees/1533.treefile	N2	100	Genome_Ecalifornica_ID_EscalH1.4G077100	Genome_Ecalifornica_ID_EscalH1.4G077000
gene_trees/1533.treefile	N1	98	Genome_Psomniferum_ID_LOC113323698	Genome_Psomniferum_ID_LOC113324855
gene_trees/15330.treefile	N5	29	Genome_Ctomentella_ID_contig118R3T24.1	Genome_Ctomentella_ID_contig3R2T12.1
gene_trees/15355.treefile	N1	89	Genome_Ecalifornica_ID_EscalH1.1G054200	Genome_Ecalifornica_ID_EscalH1.3G141300
gene_trees/1537.treefile	N2	42	Genome_Ctomentella_ID_contig2R30T38.1	Genome_Ctomentella_ID_contig2R30T37.1
gene_trees/1539.treefile	N1	90	Genome_Psomniferum_ID_LOC113323552	Genome_Psomniferum_ID_LOC113307867
gene_trees/1546.treefile	N4	51	Genome_Cchinensis_ID_KAF9597557.1	Genome_Cchinensis_ID_KAF9598926.1
gene_trees/1553.treefile	N4	51	Genome_Cchinensis_ID_KAF9595935.1	Genome_Cchinensis_ID_KAF9593718.1
gene_trees/1561.treefile	N5	40	Genome_Epleiosperma_ID_evm.model.CTG_359.653	Genome_Epleiosperma_ID_evm.model.CTG_275.245
gene_trees/15637.treefile	N5	44	Genome_Epleiosperma_ID_evm.model.CTG_328.228	Genome_Epleiosperma_ID_evm.model.CTG_345.57
gene_trees/1575.treefile	N5	29	Genome_Ecalifornica_ID_EscalH1.3G228900	Genome_Ecalifornica_ID_EscalH1.2G249600
gene_trees/1581.treefile	N4	58	Genome_Ctomentella_ID_contig76R2T31.1	Genome_Ctomentella_ID_contig11R10T29.1
gene_trees/1582.treefile	N4	35	Genome_Ctomentella_ID_contig76A2T157.1	Genome_Ctomentella_ID_contig11A10T258.1
gene_trees/1588.treefile	N1	94	Genome_Ecalifornica_ID_EscalH1.1G442500	Genome_Ecalifornica_ID_EscalH1.3G229800
gene_trees/1589.treefile	N5	50	Genome_Ecalifornica_ID_EscalH1.4G025300	Genome_Ecalifornica_ID_EscalH1.3G230000
gene_trees/15922.treefile	N2	35	Genome_Ctomentella_ID_contig3A58T160.1	Genome_Ctomentella_ID_contig34A10T161.1
gene_trees/15936.treefile	N3	72	Genome_Acoerulea_ID_Aqcoe4G220100	Genome_Acoerulea_ID_Aqcoe4G223100
gene_trees/15937.treefile	N3	56	Genome_Acoerulea_ID_Aqcoe4G196500	Genome_Acoerulea_ID_Aqcoe4G209800
gene_trees/1594.treefile	N1	87	Genome_Ecalifornica_ID_EscalH1.3G230500	Genome_Ecalifornica_ID_EscalH1.1G443000
gene_trees/15942.treefile	N5	52	Genome_Ecalifornica_ID_EscalH1.2G420000	Genome_Ecalifornica_ID_EscalH1.3G379200
gene_trees/1595.treefile	N3	94	Genome_Cchinensis_ID_KAF9597475.1	Genome_Cchinensis_ID_KAF9597476.1
gene_trees/1600.treefile	N2	46	Genome_Ctomentella_ID_contig76R1T32.1	Genome_Ctomentella_ID_contig11A9T136.1
gene_trees/1600.treefile	N1	98	Genome_Ecalifornica_ID_EscalH1.4G024400	Genome_Ecalifornica_ID_EscalH1.3G230800
gene_trees/1602.treefile	N5	98	Genome_Epleiosperma_ID_evm.model.CTG_392.221	Genome_Epleiosperma_ID_evm.model.CTG_456.179
gene_trees/1606.treefile	N5	71	Genome_Epleiosperma_ID_evm.model.CTG_392.223	Genome_Epleiosperma_ID_evm.model.CTG_456.182.3
gene_trees/1607.treefile	N5	83	Genome_Ctomentella_ID_contig76A1T96.1	Genome_Ctomentella_ID_contig76A1T98.1
gene_trees/161.treefile	N1	99	Genome_Ecalifornica_ID_EscalH1.4G478700	Genome_Ecalifornica_ID_EscalH1.3G199700
gene_trees/1610.treefile	N5	39	Genome_Epleiosperma_ID_evm.model.CTG_392.226	Genome_Epleiosperma_ID_evm.model.CTG_456.187
gene_trees/1618.treefile	N1	93	Genome_Ecalifornica_ID_EscalH1.1G522200	Genome_Ecalifornica_ID_EscalH1.2G248100
gene_trees/1618.treefile	N5	71	Genome_Ecalifornica_ID_EscalH1.4G028300	Genome_Ecalifornica_ID_EscalH1.1G343200
gene_trees/1626.treefile	N5	100	Genome_Cchinensis_ID_KAF9596227.1	Genome_Cchinensis_ID_KAF9598543.1
gene_trees/1628.treefile	N5	67	Genome_Epleiosperma_ID_evm.model.CTG_456.206	Genome_Epleiosperma_ID_evm.model.CTG_456.207
gene_trees/163.treefile	N1	18	Genome_Ecalifornica_ID_EscalH1.4G068100	Genome_Ecalifornica_ID_EscalH1.4G475000
gene_trees/1634.treefile	N4	66	Genome_Cchinensis_ID_KAF9598553.1	Genome_Cchinensis_ID_KAF9596762.1
gene_trees/16420.treefile	N5	55	Genome_Epleiosperma_ID_evm.model.CTG_201.27	Genome_Epleiosperma_ID_evm.model.CTG_314.268
gene_trees/16421.treefile	N3	66	Genome_Cchinensis_ID_KAF9609486.1	Genome_Cchinensis_ID_KAF9620080.1
gene_trees/16477.treefile	N4	61	Genome_Acoerulea_ID_Aqcoe5G030700	Genome_Acoerulea_ID_Aqcoe2G369700
gene_trees/16495.treefile	N3	88	Genome_Acoerulea_ID_Aqcoe5G048600	Genome_Acoerulea_ID_Aqcoe5G048700
gene_trees/16497.treefile	N1	71	Genome_Ecalifornica_ID_EscalH1.2G318900	Genome_Ecalifornica_ID_EscalH1.3G440400
gene_trees/16513.treefile	N1	65	Genome_Ecalifornica_ID_EscalH1.3G453300	Genome_Ecalifornica_ID_EscalH1.3G453200
gene_trees/16528.treefile	N5	96	Genome_Epleiosperma_ID_evm.model.CTG_481.321	Genome_Epleiosperma_ID_evm.model.CTG_86.350_evm.model.CTG_86.351
gene_trees/16551.treefile	N1	68	Genome_Ecalifornica_ID_EscalH1.2G334000	Genome_Ecalifornica_ID_EscalH1.3G463100
gene_trees/1657.treefile	N5	47	Genome_Epleiosperma_ID_evm.model.CTG_275.663	Genome_Epleiosperma_ID_evm.model.CTG_392.274
gene_trees/1673.treefile	N1	100	Genome_Ecalifornica_ID_EscalH1.4G017400	Genome_Ecalifornica_ID_EscalH1.1G446800
gene_trees/16759.treefile	N5	63	Genome_Epleiosperma_ID_evm.model.CTG_314.200	Genome_Epleiosperma_ID_evm.model.CTG_201.126
gene_trees/16760.treefile	N5	53	Genome_Cchinensis_ID_KAF9611483.1	Genome_Cchinensis_ID_KAF9620277.1
gene_trees/16760.treefile	N1	54	Genome_Ecalifornica_ID_EscalH1.4G145200	Genome_Ecalifornica_ID_EscalH1.2G364800
gene_trees/1678.treefile	N5	49	Genome_Ecalifornica_ID_EscalH1.6G096600	Genome_Ecalifornica_ID_EscalH1.6G181400
gene_trees/1678.treefile	N1	88	Genome_Ecalifornica_ID_EscalH1.6G096600	Genome_Ecalifornica_ID_EscalH1.6G126500
gene_trees/1679.treefile	N4	31	Genome_Ctomentella_ID_contig19R29T32.1	Genome_Ctomentella_ID_contig11R4T30.1
gene_trees/16801.treefile	N3	92	Genome_Cchinensis_ID_KAF9609663.1	Genome_Cchinensis_ID_KAF9609660.1
gene_trees/1683.treefile	N4	51	Genome_Ecalifornica_ID_EscalH1.3G236000	Genome_Ecalifornica_ID_EscalH1.1G215700
gene_trees/1683.treefile	N5	60	Genome_Epleiosperma_ID_evm.model.CTG_275.624	Genome_Epleiosperma_ID_evm.model.CTG_392.316
gene_trees/1688.treefile	N2	44	Genome_Psomniferum_ID_LOC113314192	Genome_Psomniferum_ID_LOC113338744
gene_trees/169.treefile	N5	93	Genome_Epleiosperma_ID_evm.model.CTG_275.790	Genome_Epleiosperma_ID_evm.model.CTG_359.440
gene_trees/169.treefile	N4	66	Genome_Ctomentella_ID_contig2R21T18.1	Genome_Ctomentella_ID_contig55R2T13.1
gene_trees/1693.treefile	N5	59	Genome_Cchinensis_ID_KAF9599236.1	Genome_Cchinensis_ID_KAF9599238.1
gene_trees/1696.treefile	N2	66	Genome_Psomniferum_ID_LOC113312986	Genome_Psomniferum_ID_LOC113312526
gene_trees/1697.treefile	N5	73	Genome_Psomniferum_ID_LOC113309980	Genome_Psomniferum_ID_LOC113338838
gene_trees/17002.treefile	N4	45	Genome_Acoerulea_ID_Aqcoe5G384600	Genome_Acoerulea_ID_Aqcoe3G135500
gene_trees/17044.treefile	N4	24	Genome_Psomniferum_ID_LOC113279385	Genome_Psomniferum_ID_LOC113299511
gene_trees/17047.treefile	N3	48	Genome_Cchinensis_ID_KAF9603280.1	Genome_Cchinensis_ID_KAF9603257.1
gene_trees/1706.treefile	N1	92	Genome_Ecalifornica_ID_EscalH1.1G450600	Genome_Ecalifornica_ID_EscalH1.4G015600
gene_trees/17062.treefile	N1	58	Genome_Ecalifornica_ID_EscalH1.2G518500	Genome_Ecalifornica_ID_EscalH1.1G276700
gene_trees/17072.treefile	N4	34	Genome_Cchinensis_ID_KAF9606661.1	Genome_Cchinensis_ID_KAF9603098.1
gene_trees/17072.treefile	N5	59	Genome_Epleiosperma_ID_evm.model.CTG_235.528_evm.model.CTG_235.529	Genome_Epleiosperma_ID_evm.model.CTG_1.1124
gene_trees/1714.treefile	N5	79	Genome_Psomniferum_ID_LOC113322783	Genome_Psomniferum_ID_LOC113338905
gene_trees/1716.treefile	N1	79	Genome_Ecalifornica_ID_EscalH1.4G014900	Genome_Ecalifornica_ID_EscalH1.1G450900
gene_trees/1717.treefile	N5	28	Genome_Psomniferum_ID_LOC113323550	Genome_Psomniferum_ID_LOC113308791
gene_trees/17192.treefile	N5	44	Genome_Cchinensis_ID_KAF9625403.1	Genome_Cchinensis_ID_KAF9605779.1
gene_trees/1720.treefile	N2	65	Genome_Psomniferum_ID_LOC113323371	Genome_Psomniferum_ID_LOC113310634
gene_trees/1720.treefile	N5	67	Genome_Epleiosperma_ID_evm.model.CTG_275.585	Genome_Epleiosperma_ID_evm.model.CTG_392.358
gene_trees/17220.treefile	N5	17	Genome_Cchinensis_ID_KAF9606270.1	Genome_Cchinensis_ID_KAF9623847.1
gene_trees/1728.treefile	N5	68	Genome_Epleiosperma_ID_evm.model.CTG_275.580	Genome_Epleiosperma_ID_evm.model.CTG_392.369
gene_trees/17288.treefile	N3	100	Genome_Acoerulea_ID_Aqcoe6G099800	Genome_Acoerulea_ID_Aqcoe6G099700
gene_trees/1730.treefile	N5	76	Genome_Ctomentella_ID_contig11A0T168.1	Genome_Ctomentella_ID_contig19R20T20.1
gene_trees/1731.treefile	N5	43	Genome_Epleiosperma_ID_evm.model.CTG_275.576	Genome_Epleiosperma_ID_evm.model.CTG_392.373
gene_trees/1732.treefile	N1	86	Genome_Ecalifornica_ID_EscalH1.1G451800	Genome_Ecalifornica_ID_EscalH1.3G237500
gene_trees/1737.treefile	N5	90	Genome_Epleiosperma_ID_evm.model.CTG_392.378	Genome_Epleiosperma_ID_evm.model.CTG_275.571
gene_trees/174.treefile	N5	22	Genome_Ctomentella_ID_contig55A2T111.1	Genome_Ctomentella_ID_contig2R23T15.1
gene_trees/174.treefile	N4	46	Genome_Cchinensis_ID_KAF9594991.1	Genome_Cchinensis_ID_KAF9596976.1
gene_trees/1740.treefile	N1	80	Genome_Ecalifornica_ID_EscalH1.1G452500	Genome_Ecalifornica_ID_EscalH1.1G452600
gene_trees/1750.treefile	N5	71	Genome_Psomniferum_ID_LOC113329131	Genome_Psomniferum_ID_LOC113308155
gene_trees/1750.treefile	N3	100	Genome_Cchinensis_ID_KAF9598174.1	Genome_Cchinensis_ID_KAF9598175.1
gene_trees/1761.treefile	N5	90	Genome_Epleiosperma_ID_evm.model.CTG_392.400	Genome_Epleiosperma_ID_evm.model.CTG_275.545
gene_trees/1770.treefile	N4	29	Genome_Psomniferum_ID_LOC113310935	Genome_Psomniferum_ID_LOC113323150
gene_trees/1770.treefile	N5	47	Genome_Epleiosperma_ID_evm.model.CTG_275.541	Genome_Epleiosperma_ID_evm.model.CTG_392.405
gene_trees/17857.treefile	N3	63	Genome_Cchinensis_ID_KAF9587846.1	Genome_Cchinensis_ID_KAF9587845.1
gene_trees/17886.treefile	N2	65	Genome_Psomniferum_ID_LOC113283374	Genome_Psomniferum_ID_LOC113356596
gene_trees/17959.treefile	N5	31	Genome_Ctomentella_ID_contig1A15T130.1	Genome_Ctomentella_ID_contig21A4T199.1
gene_trees/1801.treefile	N5	35	Genome_Epleiosperma_ID_evm.model.CTG_488.130	Genome_Epleiosperma_ID_evm.model.CTG_287.157
gene_trees/1810.treefile	N5	87	Genome_Epleiosperma_ID_evm.model.CTG_311.247	Genome_Epleiosperma_ID_evm.model.CTG_351.20.4
gene_trees/18211.treefile	N4	91	Genome_Cchinensis_ID_KAF9618448.1	Genome_Cchinensis_ID_KAF9619178.1
gene_trees/18211.treefile	N2	65	Genome_Ctomentella_ID_contig102R3T40.1	Genome_Ctomentella_ID_contig40P14T72.1
gene_trees/1833.treefile	N5	63	Genome_Psomniferum_ID_LOC113301550	Genome_Psomniferum_ID_LOC113340021
gene_trees/18354.treefile	N4	89	Genome_Psomniferum_ID_LOC113357622	Genome_Psomniferum_ID_LOC113289346
gene_trees/18405.treefile	N5	96	Genome_Ctomentella_ID_contig5A16T130.1	Genome_Ctomentella_ID_contig2R54T37.1
gene_trees/18410.treefile	N3	61	Genome_Acoerulea_ID_Aqcoe2G351800	Genome_Acoerulea_ID_Aqcoe5G049000
gene_trees/1852.treefile	N3	99	Genome_Acoerulea_ID_Aqcoe5G458000	Genome_Acoerulea_ID_Aqcoe5G457400
gene_trees/1852.treefile	N4	96	Genome_Acoerulea_ID_Aqcoe5G458200	Genome_Acoerulea_ID_Aqcoe7G008600
gene_trees/1856.treefile	N5	97	Genome_Epleiosperma_ID_evm.model.CTG_351.111	Genome_Epleiosperma_ID_evm.model.CTG_311.92
gene_trees/18579.treefile	N3	77	Genome_Cchinensis_ID_KAF9604303.1	Genome_Cchinensis_ID_KAF9604302.1
gene_trees/1859.treefile	N5	70	Genome_Psomniferum_ID_LOC113304767	Genome_Psomniferum_ID_LOC113321647
gene_trees/1860.treefile	N5	62	Genome_Epleiosperma_ID_evm.model.CTG_351.47.10	Genome_Epleiosperma_ID_evm.model.CTG_311.195
gene_trees/18622.treefile	N3	46	Genome_Cchinensis_ID_KAF9610953.1	Genome_Cchinensis_ID_KAF9604826.1
gene_trees/18637.treefile	N2	53	Genome_Ctomentella_ID_contig13A12T110.1	Genome_Ctomentella_ID_contig13A12T109.1
